"clarity","city","color","cut","x","y","z","depth","table","price","carat"
VVS1,Zurich,G,Good,4.42,4.47,2.58,58.0,62.0,761,0.31
VS2,Dubai,H,Ideal,7.2,7.22,4.32,59.9,57.0,9279,1.36
SI1,Paris,D,Ideal,4.37,4.32,2.64,60.8,56.0,732,0.31
VS1,Tel Aviv,F,Ideal,5.72,5.69,3.55,62.2,55.0,2381,0.7
SI2,Kimberly,H,Very Good,8.06,8.12,5.07,62.7,56.0,15618,2.04
VS1,Antwerp,H,Premium,7.17,7.24,4.39,60.9,59.0,8424,1.37
SI2,Zurich,H,Ideal,8.14,8.1,5.03,61.9,57.0,11379,2.03
VS2,New York City,G,Ideal,4.74,4.78,2.91,61.1,56.0,1240,0.4
SI2,Surat,F,Ideal,5.99,5.93,3.66,61.4,56.0,3064,0.8
SI1,Tel Aviv,D,Premium,6.46,6.39,3.95,61.5,59.0,5860,1.01
SI2,Paris,J,Good,7.33,7.41,4.73,64.2,62.0,6112,1.62
VS2,Tel Aviv,F,Ideal,5.57,5.59,3.41,61.1,56.0,2419,0.64
SI1,Dubai,F,Fair,5.08,4.98,2.91,57.9,66.0,794,0.45
VVS2,Amsterdam,E,Ideal,6.54,6.46,4.03,62.0,58.0,9552,1.04
SI1,Surat,G,Premium,6.44,6.32,4.02,63.0,59.0,4956,1.0
SI2,Kimberly,I,Very Good,8.08,8.11,4.95,61.1,61.0,13865,2.02
SI2,Surat,I,Premium,6.77,6.7,4.24,62.9,58.0,3925,1.18
VS2,Antwerp,E,Premium,4.51,4.48,2.74,61.0,59.0,956,0.34
VVS1,Las Vegas,I,Premium,4.55,4.58,2.85,62.4,58.0,681,0.37
SI2,Surat,D,Good,5.46,5.51,2.98,54.3,65.0,1352,0.53
SI1,Kimberly,F,Ideal,5.82,5.85,3.66,62.7,57.0,2607,0.76
VS2,Surat,E,Premium,4.59,4.55,2.8,61.3,60.0,1013,0.36
VVS1,Madrid,E,Ideal,4.36,4.38,2.67,61.1,56.0,863,0.31
VVS1,Antwerp,H,Very Good,4.25,4.22,2.68,63.3,60.0,878,0.3
SI1,Paris,F,Good,5.78,5.72,3.32,57.7,65.0,2167,0.7
VS1,Tel Aviv,H,Ideal,5.22,5.27,3.27,62.3,56.0,1634,0.55
VS1,Kimberly,I,Ideal,5.73,5.76,3.53,61.5,56.0,2490,0.7
VS1,Kimberly,F,Ideal,4.32,4.36,2.66,61.3,55.0,570,0.3
SI2,Antwerp,E,Ideal,5.18,5.22,3.23,62.1,56.0,1163,0.54
VS2,Las Vegas,F,Ideal,7.65,7.59,4.58,60.1,57.0,13853,1.6
SI2,Antwerp,D,Premium,6.87,6.91,4.23,61.4,59.0,6840,1.24
SI1,Antwerp,I,Very Good,7.34,7.31,4.62,63.1,54.0,8408,1.5
SI1,Antwerp,I,Ideal,6.74,6.79,4.08,60.3,57.0,6143,1.12
SI1,Amsterdam,E,Good,4.87,4.92,3.07,62.7,58.0,967,0.46
SI1,Amsterdam,D,Ideal,5.15,5.11,3.17,61.8,55.0,1574,0.51
VS2,London,F,Ideal,6.59,6.63,3.97,60.1,59.0,7035,1.04
VS2,Antwerp,G,Very Good,7.33,7.29,4.61,63.1,56.0,12551,1.51
SI2,Antwerp,I,Ideal,6.69,6.62,4.15,62.4,57.0,3688,1.12
SI1,Dubai,D,Premium,4.78,4.76,2.93,61.4,58.0,1015,0.41
SI2,Zurich,H,Premium,6.82,6.75,4.18,61.6,59.0,5192,1.22
VS2,London,D,Ideal,4.39,4.37,2.68,61.2,55.0,942,0.31
VS1,Amsterdam,I,Very Good,4.68,4.61,2.93,63.1,58.0,921,0.39
VS2,Kimberly,G,Ideal,5.33,5.37,3.29,61.5,55.0,1691,0.57
SI2,Amsterdam,F,Fair,6.09,6.03,4.08,67.3,62.0,3597,1.01
SI2,Madrid,E,Premium,8.24,8.19,5.04,61.4,58.0,13786,2.07
SI2,Kimberly,E,Very Good,5.59,5.66,3.45,61.3,57.2,1769,0.66
SI1,Zurich,H,Very Good,5.22,5.15,3.28,63.3,57.0,1240,0.54
SI1,Paris,D,Ideal,7.57,7.63,4.76,62.6,54.0,14154,1.67
VS2,Dubai,D,Very Good,5.08,5.12,3.16,62.0,59.0,1716,0.51
VVS1,Paris,D,Ideal,4.52,4.55,2.79,61.5,57.0,1167,0.35
SI1,London,G,Ideal,7.65,7.61,4.74,62.1,56.0,13196,1.71
VS2,Antwerp,F,Ideal,4.74,4.77,2.96,62.3,54.0,767,0.4
VS2,Antwerp,F,Ideal,4.79,4.76,2.95,61.8,56.0,1107,0.41
SI1,Madrid,E,Good,7.29,7.35,4.65,63.5,58.0,11303,1.53
VS2,Las Vegas,H,Premium,4.53,4.49,2.65,58.8,62.0,624,0.33
VS2,London,I,Very Good,5.89,5.97,3.57,60.2,59.0,2584,0.77
VS2,Tel Aviv,I,Very Good,4.52,4.56,2.8,61.7,57.0,491,0.35
SI2,New York City,E,Fair,5.58,5.63,3.62,64.6,53.0,2092,0.7
SI2,Kimberly,F,Premium,6.53,6.45,3.91,60.2,62.0,3858,1.0
SI1,Dubai,I,Premium,6.75,6.68,4.18,62.2,59.0,4830,1.15
SI1,Dubai,D,Ideal,6.76,6.83,4.2,61.8,58.0,7508,1.2
VVS1,Antwerp,G,Very Good,4.63,4.68,2.9,62.3,59.0,912,0.39
VVS2,Madrid,E,Good,4.73,4.74,2.91,61.5,61.0,943,0.39
VS1,Kimberly,G,Very Good,6.39,6.45,3.98,62.0,59.0,6126,1.02
SI1,Antwerp,F,Good,8.0,8.03,5.03,62.8,62.0,18069,2.0
SI2,Tel Aviv,H,Premium,5.33,5.3,3.18,59.8,59.0,1011,0.55
SI2,Tel Aviv,F,Fair,4.3,4.23,2.32,54.4,64.0,1013,0.25
I1,Surat,E,Ideal,5.43,5.37,3.42,63.4,57.0,1255,0.61
SI2,Luxembourg,H,Very Good,8.08,8.13,5.11,63.0,57.0,16479,2.1
SI2,Amsterdam,D,Good,5.74,5.8,3.42,59.3,60.0,2461,0.7
SI1,Dubai,J,Premium,6.75,6.68,4.18,62.2,58.0,4326,1.16
SI2,Antwerp,E,Good,7.46,7.57,4.58,60.9,62.0,10793,1.61
SI2,Antwerp,G,Ideal,4.57,4.61,2.86,62.3,54.0,505,0.36
SI2,Antwerp,D,Good,4.28,4.33,2.75,63.9,57.0,462,0.31
SI2,Dubai,D,Premium,8.31,8.21,4.88,59.1,60.0,13811,2.01
VS1,Luxembourg,J,Ideal,6.83,6.86,4.26,62.2,55.0,6100,1.23
SI1,Amsterdam,E,Good,4.24,4.27,2.71,63.7,58.0,526,0.3
SI2,Kimberly,E,Premium,6.61,6.63,4.14,62.5,58.0,4581,1.11
VS2,Kimberly,D,Very Good,6.35,6.44,4.01,62.7,58.0,6974,1.02
VS1,Tel Aviv,D,Ideal,6.52,6.56,4.03,61.6,57.0,10709,1.04
SI2,Tel Aviv,D,Premium,6.56,6.51,3.94,60.3,57.0,4672,1.01
I1,Las Vegas,I,Fair,7.78,7.74,5.1,66.0,60.0,5667,2.0
SI1,Dubai,G,Ideal,5.46,5.49,3.36,61.4,56.0,1659,0.61
SI2,Surat,H,Premium,6.62,6.57,3.88,58.8,58.0,4242,1.01
VS2,Surat,G,Very Good,6.41,6.52,3.88,60.0,55.0,5385,1.0
IF,London,G,Ideal,4.42,4.45,2.73,61.6,55.0,918,0.32
SI1,Zurich,H,Very Good,5.01,5.04,3.16,62.9,58.0,1068,0.5
SI1,Kimberly,D,Premium,4.76,4.81,2.96,61.9,59.0,810,0.42
VVS2,Las Vegas,H,Premium,4.29,4.33,2.7,62.6,60.0,625,0.31
VS2,Zurich,F,Very Good,4.53,4.51,2.85,63.1,57.0,708,0.36
VVS2,Las Vegas,D,Ideal,4.79,4.77,2.87,60.0,56.0,1088,0.39
VS2,Paris,E,Ideal,4.56,4.61,2.87,62.6,56.0,811,0.37
VS2,Tel Aviv,F,Very Good,6.32,6.36,3.96,62.5,58.0,6283,1.0
VS2,Surat,H,Good,7.87,7.94,5.0,63.3,55.0,18640,2.01
SI1,Las Vegas,E,Very Good,4.75,4.86,2.8,58.3,61.0,640,0.38
VVS1,Antwerp,E,Premium,4.03,4.01,2.44,60.7,58.0,710,0.24
SI1,Dubai,H,Ideal,4.72,4.76,2.95,62.2,55.0,1031,0.4
SI2,Luxembourg,G,Premium,5.4,5.36,3.29,61.2,59.0,1307,0.58
SI2,Kimberly,D,Very Good,7.99,8.06,5.0,62.3,56.0,17263,2.02
SI1,Dubai,J,Good,7.71,7.73,4.54,58.8,61.0,8013,1.67
SI1,Madrid,G,Very Good,5.64,5.67,3.51,62.1,56.0,2175,0.7
VVS2,Kimberly,E,Very Good,5.27,5.33,3.3,62.1,58.0,2040,0.56
SI2,Las Vegas,D,Premium,8.12,8.05,4.94,61.1,57.0,12108,2.02
VVS1,Antwerp,E,Ideal,4.43,4.45,2.64,59.5,60.0,749,0.31
IF,Kimberly,E,Premium,4.46,4.49,2.72,60.8,58.0,1129,0.33
SI2,Amsterdam,D,Ideal,6.46,6.52,4.01,61.8,54.0,5013,1.03
VS1,Kimberly,H,Good,6.38,6.47,3.86,60.1,62.0,5743,1.0
VS2,Amsterdam,H,Good,6.03,5.97,3.8,63.6,61.0,3701,0.9
VS1,Zurich,E,Ideal,5.28,5.3,3.24,61.2,57.0,2001,0.55
VVS2,Antwerp,F,Premium,5.16,5.13,3.18,61.8,60.0,2870,0.52
SI1,New York City,E,Ideal,6.07,6.1,3.75,61.6,57.0,4363,0.85
VVS1,Surat,G,Very Good,4.31,4.27,2.72,63.4,56.0,1013,0.3
SI2,Dubai,H,Ideal,5.82,5.77,3.5,60.4,58.0,2285,0.7
VS1,Madrid,E,Ideal,4.72,4.67,2.94,62.6,56.0,1125,0.4
VS2,Las Vegas,E,Ideal,4.66,4.68,2.88,61.7,54.0,1038,0.38
VS1,Surat,D,Premium,5.9,5.86,3.53,60.0,58.0,3557,0.73
SI1,Tel Aviv,E,Premium,6.37,6.32,3.98,62.7,61.0,5027,1.0
VS2,Surat,G,Premium,4.9,4.96,2.99,60.6,58.0,828,0.44
SI1,Antwerp,E,Very Good,4.45,4.48,2.81,62.9,56.0,596,0.34
SI2,Paris,E,Premium,8.43,8.36,4.92,58.6,59.0,17066,2.05
SI2,Surat,F,Ideal,5.78,5.82,3.58,61.7,57.0,2087,0.73
SI2,Dubai,E,Ideal,6.86,6.89,4.19,60.9,57.0,6328,1.18
VS1,Paris,F,Ideal,4.66,4.63,2.89,62.1,55.0,1131,0.38
VVS2,Surat,G,Premium,4.3,4.28,2.7,62.9,58.0,907,0.31
VVS2,Zurich,E,Premium,4.19,4.16,2.46,58.9,61.0,724,0.26
IF,New York City,H,Ideal,7.26,7.38,4.59,62.7,56.0,12437,1.51
SI1,Antwerp,G,Ideal,6.17,6.24,3.82,61.6,57.0,4001,0.9
VVS2,Kimberly,D,Very Good,6.37,6.42,3.92,61.3,58.0,9487,1.0
SI1,Las Vegas,I,Premium,7.48,7.41,4.53,60.8,61.0,8969,1.54
VS1,Luxembourg,F,Premium,4.71,4.69,2.9,61.7,58.0,956,0.39
VVS2,Amsterdam,J,Premium,7.33,7.36,4.54,61.8,60.0,8603,1.5
SI2,Zurich,E,Very Good,7.35,7.41,4.57,61.9,57.0,7848,1.51
SI1,Tel Aviv,E,Ideal,5.15,5.09,3.18,62.1,55.0,1546,0.51
SI2,Zurich,I,Good,7.86,7.94,5.02,63.5,60.0,12985,2.01
SI2,Surat,E,Premium,8.14,8.06,5.04,62.2,56.0,17760,2.0
SI1,Tel Aviv,H,Ideal,7.4,7.44,4.55,61.3,56.0,9833,1.51
SI1,Tel Aviv,D,Ideal,5.19,5.24,3.19,61.2,57.0,1587,0.53
VS2,Surat,G,Premium,5.79,5.76,3.43,59.4,59.0,2657,0.7
VVS2,Paris,I,Premium,4.37,4.34,2.71,62.2,57.0,698,0.31
VS2,New York City,I,Good,6.09,6.05,3.9,64.3,58.0,2813,0.91
VS1,Surat,E,Very Good,6.52,6.54,3.88,59.4,59.0,8348,1.01
VVS2,Paris,H,Ideal,4.78,4.8,2.99,62.4,56.0,921,0.42
SI1,New York City,G,Premium,6.29,6.24,3.88,61.9,57.0,4106,0.94
VS2,Tel Aviv,I,Ideal,4.92,4.96,3.03,61.3,55.0,748,0.45
VVS2,Las Vegas,E,Ideal,4.83,4.86,2.93,60.5,57.0,1363,0.41
VVS1,Antwerp,D,Ideal,6.98,7.02,4.31,61.6,55.7,15535,1.3
VS1,Luxembourg,H,Premium,7.1,7.05,4.41,62.3,58.0,8543,1.35
SI1,Antwerp,F,Premium,5.76,5.7,3.45,60.2,58.0,2319,0.7
VS2,Kimberly,D,Ideal,5.71,5.74,3.53,61.7,56.0,4029,0.71
VS2,New York City,G,Premium,6.42,6.37,4.03,63.0,58.0,5741,1.01
VVS2,Antwerp,G,Ideal,5.42,5.45,3.39,62.4,53.8,2331,0.61
SI1,Kimberly,F,Good,6.11,6.13,3.84,62.7,58.0,3780,0.9
VVS1,Luxembourg,I,Very Good,4.68,4.74,2.97,63.1,58.0,847,0.41
SI1,Dubai,G,Premium,7.79,7.75,4.71,60.6,58.0,13666,1.71
SI1,Surat,G,Premium,7.43,7.38,4.52,61.0,59.0,12592,1.54
VVS2,New York City,E,Ideal,4.48,4.52,2.78,61.8,56.0,838,0.34
SI1,Zurich,H,Premium,5.06,5.02,3.13,62.1,60.0,1219,0.5
SI1,Kimberly,E,Very Good,6.08,6.13,3.83,62.7,57.0,4003,0.89
VS2,Surat,G,Premium,4.71,4.74,2.8,59.3,59.0,766,0.38
SI2,Antwerp,I,Premium,7.14,7.08,4.47,62.9,59.0,6751,1.41
VS1,Surat,E,Very Good,6.14,6.2,3.77,61.1,59.0,5151,0.9
SI1,Surat,D,Premium,4.82,4.85,2.88,59.6,59.0,791,0.41
VS1,Kimberly,G,Good,5.6,5.64,3.57,63.5,61.0,2577,0.7
SI2,Amsterdam,E,Premium,4.73,4.77,2.95,62.1,58.0,683,0.41
SI2,London,F,Very Good,6.55,6.61,4.12,62.6,56.0,4407,1.08
VS1,Paris,F,Premium,5.35,5.4,3.22,59.9,59.0,1689,0.57
VS2,Surat,D,Ideal,4.34,4.31,2.63,60.8,57.0,911,0.3
SI1,Kimberly,D,Good,6.25,6.2,3.96,63.6,56.0,4790,0.94
VS1,Madrid,F,Ideal,5.13,5.16,3.18,61.8,55.0,1751,0.51
VS2,New York City,E,Ideal,4.38,4.36,2.71,62.0,55.0,900,0.32
SI1,Madrid,F,Fair,6.25,6.17,4.09,65.9,60.0,4561,1.01
VS1,Antwerp,H,Premium,4.33,4.3,2.65,61.4,59.0,675,0.3
VVS2,Surat,G,Ideal,6.62,6.7,4.05,60.6,57.0,8364,1.09
VS2,Luxembourg,E,Very Good,5.52,5.49,3.49,63.4,54.0,2114,0.64
SI1,Zurich,F,Ideal,7.86,7.82,4.81,61.4,54.0,16340,1.8
VS1,Paris,H,Ideal,4.34,4.38,2.73,62.6,55.0,544,0.31
VS1,Kimberly,I,Ideal,4.95,4.99,3.06,61.6,54.0,825,0.45
VVS1,Surat,E,Ideal,5.23,5.25,3.22,61.5,54.0,3323,0.53
SI2,Antwerp,D,Fair,5.98,5.93,3.91,65.7,60.0,3205,0.9
VS2,Luxembourg,D,Premium,5.86,5.8,3.45,59.2,59.0,3161,0.71
VS1,Antwerp,H,Ideal,5.83,5.85,3.54,60.7,55.0,3274,0.72
I1,Madrid,F,Ideal,6.51,6.46,4.0,61.6,57.0,3718,1.04
VVS1,London,G,Ideal,5.25,5.27,3.23,61.3,56.0,2041,0.54
VS2,Antwerp,J,Premium,4.35,4.38,2.7,61.9,58.0,393,0.32
VS2,Amsterdam,E,Ideal,5.19,5.16,3.15,60.8,55.0,1768,0.5
VVS2,Kimberly,H,Very Good,4.12,4.16,2.59,62.5,55.0,504,0.27
VS2,Madrid,G,Very Good,6.07,6.11,3.8,62.4,60.0,4182,0.9
VVS2,Antwerp,E,Premium,4.61,4.65,2.82,60.9,59.0,844,0.37
SI2,Luxembourg,E,Ideal,4.39,4.42,2.76,62.7,55.0,449,0.32
VS1,Kimberly,G,Premium,5.11,5.09,3.17,62.2,58.0,1662,0.51
VS2,Kimberly,J,Ideal,4.4,4.37,2.76,62.9,56.0,504,0.32
VS2,Surat,H,Very Good,6.33,6.27,3.99,63.3,58.0,4692,1.01
I1,Surat,G,Premium,7.39,7.34,4.44,60.3,61.0,5914,1.5
IF,Dubai,E,Premium,4.36,4.39,2.67,61.0,59.0,1060,0.31
VS1,Amsterdam,G,Premium,4.8,4.76,2.89,60.5,58.0,961,0.41
VVS2,Tel Aviv,H,Fair,6.03,5.89,3.37,56.5,68.0,2608,0.72
VVS1,Las Vegas,E,Ideal,4.78,4.75,2.93,61.5,56.0,1397,0.4
VVS2,Tel Aviv,G,Ideal,4.39,4.43,2.71,61.5,57.0,730,0.32
VVS1,Kimberly,G,Ideal,6.6,6.65,4.08,61.6,56.0,8347,1.08
VS1,Zurich,F,Very Good,5.04,5.09,3.16,62.4,59.0,1697,0.51
VS1,Luxembourg,F,Ideal,5.16,5.13,3.19,62.0,57.0,1872,0.52
IF,Luxembourg,H,Ideal,4.92,4.95,3.03,61.4,55.0,1177,0.44
SI1,Tel Aviv,H,Premium,6.58,6.52,4.1,62.6,56.0,4826,1.08
VS2,Las Vegas,H,Fair,6.35,6.28,4.09,64.8,55.0,3819,1.0
IF,Paris,E,Ideal,4.64,4.67,2.89,62.2,54.1,1402,0.38
SI2,Amsterdam,E,Ideal,5.87,5.82,3.48,59.5,57.0,2511,0.71
VS1,Surat,E,Very Good,5.65,5.72,3.5,61.6,59.0,3464,0.71
SI1,Kimberly,E,Very Good,4.69,4.74,2.98,63.2,57.0,667,0.41
SI2,Kimberly,H,Premium,7.23,7.18,4.38,60.1,56.0,5103,1.36
SI1,Surat,D,Premium,4.81,4.77,2.9,60.5,60.0,1015,0.41
SI2,New York City,D,Very Good,6.59,6.7,4.14,62.3,60.0,5408,1.13
VS2,Luxembourg,E,Fair,5.77,5.62,3.45,60.6,64.0,2697,0.7
SI1,Madrid,J,Premium,7.46,7.38,4.5,60.6,57.0,7255,1.51
SI1,Kimberly,D,Fair,7.94,7.84,5.13,65.0,55.0,16386,2.02
VS1,Madrid,E,Premium,4.71,4.66,2.82,60.2,58.0,1069,0.38
VVS1,Antwerp,E,Very Good,4.06,4.08,2.5,61.5,56.0,560,0.25
VVS2,Kimberly,G,Ideal,5.02,5.11,3.15,62.2,56.0,1760,0.5
SI2,Antwerp,E,Very Good,4.7,4.73,2.97,63.0,57.0,638,0.41
VVS1,Surat,G,Ideal,4.73,4.75,2.96,62.4,54.0,1043,0.4
VS2,Luxembourg,F,Ideal,4.31,4.3,2.66,61.8,56.0,776,0.3
SI1,Surat,F,Good,6.68,6.73,3.88,57.9,62.0,4729,1.05
VVS2,Surat,G,Ideal,4.27,4.29,2.67,62.4,57.0,665,0.3
VS2,New York City,F,Very Good,6.56,6.61,3.96,60.1,59.0,6342,1.04
SI1,Dubai,E,Very Good,4.32,4.34,2.72,62.8,57.0,544,0.31
I1,Surat,E,Very Good,6.72,6.67,4.24,63.3,63.0,3795,1.21
VS2,Surat,D,Premium,4.43,4.38,2.72,61.7,59.0,972,0.32
SI1,Madrid,G,Very Good,6.06,6.09,3.69,60.7,56.0,2733,0.81
SI1,Luxembourg,I,Ideal,6.22,6.25,3.79,60.8,57.0,3308,0.9
VVS1,Antwerp,D,Very Good,4.57,4.65,2.87,62.3,54.0,1108,0.37
I1,London,J,Very Good,7.27,7.23,4.59,63.3,58.0,5141,1.5
SI1,Surat,F,Ideal,5.66,5.69,3.55,62.6,56.0,2089,0.7
IF,Zurich,G,Very Good,4.2,4.22,2.56,60.8,57.0,566,0.27
SI1,Antwerp,F,Very Good,5.85,5.92,3.76,63.9,56.9,3048,0.82
SI2,New York City,F,Very Good,4.33,4.29,2.73,63.3,55.0,506,0.3
VVS2,Antwerp,H,Ideal,4.7,4.73,2.89,61.4,56.1,853,0.39
SI1,Amsterdam,E,Premium,6.37,6.44,3.84,60.0,58.0,4661,0.94
VVS2,Dubai,H,Premium,7.46,7.41,4.49,60.4,60.0,12092,1.53
VVS1,Antwerp,E,Premium,5.71,5.67,3.51,61.7,59.0,3294,0.7
VS2,Paris,E,Very Good,4.55,4.59,2.8,61.3,60.0,789,0.36
SI2,Surat,F,Very Good,4.88,4.91,2.96,60.5,59.0,679,0.43
VS2,Kimberly,E,Good,6.31,6.34,4.04,63.9,59.0,6843,1.01
SI1,London,H,Ideal,7.25,7.18,4.45,61.7,56.0,7780,1.51
VS2,New York City,I,Good,5.62,5.66,3.57,63.3,59.0,2068,0.72
VVS1,Las Vegas,E,Very Good,4.79,4.84,2.88,59.8,62.0,1057,0.41
SI2,Kimberly,E,Fair,6.28,6.22,4.22,67.5,56.0,4566,1.04
SI1,Zurich,H,Ideal,6.95,6.93,4.28,61.7,57.0,6635,1.27
IF,Luxembourg,G,Ideal,4.29,4.32,2.69,62.6,56.0,794,0.3
SI2,Zurich,G,Premium,4.42,4.36,2.68,61.0,59.0,540,0.32
SI1,Surat,F,Premium,5.8,5.75,3.43,59.4,59.0,2596,0.7
SI2,Surat,E,Premium,5.74,5.68,3.59,62.9,58.0,2376,0.72
SI1,London,H,Good,6.12,6.03,3.84,63.2,61.0,3398,0.9
SI1,Surat,E,Premium,4.48,4.45,2.62,58.7,60.0,651,0.31
SI1,Antwerp,I,Premium,5.96,5.99,3.61,60.4,58.0,2089,0.77
VS1,Antwerp,G,Premium,4.84,4.81,3.0,62.2,59.0,1008,0.43
SI2,Surat,G,Ideal,6.72,6.67,4.21,62.9,54.0,5164,1.13
VS1,Surat,E,Very Good,5.72,5.74,3.57,62.3,58.0,3226,0.73
VS2,Surat,F,Ideal,4.5,4.54,2.8,61.9,54.0,706,0.35
SI2,Surat,G,Premium,4.52,4.5,2.68,59.4,59.0,557,0.33
SI2,Paris,G,Premium,5.02,4.98,3.12,62.4,61.0,863,0.5
VS2,Amsterdam,J,Ideal,7.38,7.43,4.58,61.7,55.0,8088,1.55
VS2,Surat,H,Premium,7.45,7.32,4.45,61.5,58.0,10548,1.51
SI1,Kimberly,E,Very Good,5.96,6.0,3.71,62.0,60.0,3373,0.82
VS2,Surat,D,Very Good,3.96,3.99,2.45,61.6,58.0,402,0.23
SI2,Dubai,E,Good,5.15,5.2,3.13,60.5,62.0,1199,0.52
VS2,Amsterdam,E,Premium,5.74,5.7,3.49,61.0,59.0,3199,0.7
SI1,London,D,Very Good,5.76,5.78,3.43,59.4,63.0,2604,0.7
VS2,Paris,D,Ideal,4.63,4.6,2.79,60.5,56.0,907,0.35
VS1,Paris,I,Ideal,7.51,7.48,4.51,60.2,60.0,10171,1.53
SI2,Tel Aviv,F,Premium,6.39,6.4,3.94,61.6,58.0,4416,1.01
VS2,Kimberly,F,Ideal,4.6,4.63,2.87,62.2,57.0,800,0.38
VS1,Paris,I,Premium,5.99,5.97,3.7,61.9,58.0,2853,0.82
VS2,Zurich,G,Premium,4.82,4.77,2.97,61.9,58.0,1087,0.42
SI1,Surat,H,Ideal,5.12,5.16,3.15,61.3,56.0,1666,0.5
SI1,Kimberly,E,Good,6.32,6.38,4.04,63.6,60.0,5132,1.01
VS1,Las Vegas,J,Ideal,5.88,5.84,3.63,61.9,54.0,2307,0.76
SI2,Kimberly,G,Ideal,5.95,6.03,3.72,62.1,57.0,2429,0.8
VS2,Antwerp,G,Very Good,6.28,6.33,3.96,62.8,62.0,6386,1.0
SI1,Dubai,F,Premium,5.36,5.33,3.26,61.0,58.0,1646,0.56
SI2,Zurich,I,Very Good,8.51,8.56,5.17,60.6,60.0,14603,2.3
VS1,Kimberly,D,Ideal,5.13,5.09,3.19,62.4,57.0,1873,0.51
VS1,Surat,H,Ideal,6.84,6.88,4.19,61.1,58.0,8039,1.2
VS2,Zurich,H,Premium,8.1,8.06,5.06,62.6,59.0,18139,2.03
VS2,Antwerp,E,Very Good,6.28,6.33,3.96,62.8,63.0,5720,1.0
VVS2,New York City,D,Ideal,4.57,4.63,2.85,62.0,54.0,1033,0.36
IF,Antwerp,G,Premium,4.35,4.39,2.63,60.2,58.0,895,0.3
SI2,Dubai,H,Very Good,6.14,6.16,3.86,62.8,59.0,3417,0.92
VS2,Kimberly,J,Good,6.27,6.21,3.99,63.9,58.0,3312,0.96
VS2,New York City,F,Ideal,5.29,5.24,3.23,61.3,57.0,2333,0.54
SI2,Dubai,J,Very Good,6.9,6.95,4.13,59.6,62.0,3880,1.2
SI1,Luxembourg,E,Ideal,5.13,5.16,3.12,60.6,59.0,1337,0.5
VS2,Kimberly,J,Very Good,5.35,5.38,3.25,60.6,57.0,1232,0.56
SI2,Surat,F,Ideal,6.43,6.46,3.95,61.3,56.0,4372,1.0
VS2,Kimberly,F,Ideal,6.9,6.86,4.32,62.8,56.0,6543,1.27
SI1,Las Vegas,H,Premium,6.88,6.83,4.26,62.1,62.0,6210,1.28
SI2,Las Vegas,F,Premium,6.96,6.9,4.15,59.9,58.0,6055,1.2
VVS2,Zurich,G,Ideal,5.72,5.76,3.56,62.0,55.0,3352,0.72
SI1,London,H,Very Good,8.6,8.55,5.43,63.3,56.0,17893,2.48
SI1,Luxembourg,G,Very Good,7.98,8.04,5.01,62.5,58.0,18186,2.0
VS1,London,D,Ideal,5.33,5.36,3.23,60.4,56.0,1924,0.56
SI1,Surat,F,Premium,6.18,6.12,3.83,62.3,58.0,4047,0.9
VVS2,Antwerp,E,Premium,4.38,4.35,2.7,61.9,58.0,1046,0.31
SI2,London,I,Premium,6.4,6.35,3.93,61.6,59.0,3411,1.01
VVS2,London,G,Ideal,4.43,4.45,2.78,62.6,53.0,702,0.33
SI1,Amsterdam,G,Ideal,4.69,4.67,2.9,61.8,54.0,969,0.38
SI1,Luxembourg,G,Very Good,6.03,6.06,3.59,59.4,60.0,2723,0.8
VVS2,New York City,H,Ideal,5.85,5.91,3.59,61.0,56.0,3249,0.76
VVS1,Antwerp,F,Ideal,4.82,4.83,2.96,61.3,56.0,1326,0.42
VVS2,Luxembourg,F,Very Good,4.11,4.15,2.58,62.5,59.0,544,0.27
SI1,Tel Aviv,E,Very Good,5.94,5.86,3.72,63.1,57.0,3293,0.8
VS2,Antwerp,I,Very Good,4.32,4.35,2.7,62.3,57.0,435,0.31
VVS2,Antwerp,G,Premium,5.17,5.14,3.17,61.5,62.0,2012,0.52
SI1,New York City,H,Ideal,6.9,6.88,4.19,60.8,57.0,6485,1.2
IF,Dubai,G,Ideal,4.61,4.64,2.83,61.2,56.0,1056,0.37
SI1,Amsterdam,F,Ideal,6.0,5.96,3.65,61.0,55.0,3036,0.78
VS2,Tel Aviv,F,Very Good,6.31,6.38,4.05,63.8,55.0,7135,1.01
SI1,Madrid,H,Very Good,7.98,8.02,5.02,62.7,56.0,17247,2.0
SI1,Amsterdam,E,Good,6.65,6.6,3.77,56.9,61.0,4928,1.01
VS2,Kimberly,I,Very Good,5.86,5.95,3.66,62.0,58.0,2833,0.8
VS1,Kimberly,F,Very Good,5.69,5.73,3.61,63.2,57.0,3083,0.72
VS2,Surat,I,Premium,7.24,7.3,4.53,62.3,59.0,8431,1.5
SI2,Paris,E,Premium,7.76,7.66,4.61,59.8,59.0,9596,1.7
VS2,Zurich,E,Ideal,5.84,5.88,3.64,62.1,55.0,4039,0.76
I1,Antwerp,F,Ideal,6.64,6.62,4.1,61.8,56.0,3168,1.08
VVS2,Surat,I,Very Good,5.67,5.61,3.57,63.3,55.0,2415,0.7
SI2,London,H,Premium,8.4,8.37,5.08,60.6,59.0,14042,2.3
VVS1,Antwerp,F,Very Good,4.02,4.03,2.5,62.2,56.0,633,0.25
